SalePrice,PriceperSqft,YearBuilt,YrSold,MonthSold,Size,Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,SubwayStation,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total)
75920,132.7272727,2005,2010,5,572,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73008,127.6363636,2005,2010,5,572,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,3,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,5,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
252212,177.739253,2007,2010,5,1419,18,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
73053,127.715035,2005,2010,5,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,5,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73442,128.3951049,2005,2010,5,572,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74672,130.5454545,2005,2010,5,572,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,13,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
97345,170.1835664,2005,2010,5,572,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
103982,181.7867133,2005,2010,5,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,13,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73053,127.715035,2005,2010,5,572,5,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73442,128.3951049,2005,2010,5,572,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,13,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,18,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,15,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
173451,189.7713348,2005,2010,5,914,24,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74672,130.5454545,2005,2010,5,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,18,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
103539,181.0122378,2005,2010,5,572,13,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
207079,226.5634573,2007,2010,5,914,29,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
75504,132,2005,2010,5,572,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
72256,126.3216783,2005,2010,5,572,3,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,18,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,10,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,3,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73008,127.6363636,2005,2010,5,572,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,15,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,15,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,2,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,10,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,5,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,2,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,15,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,18,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73053,127.715035,2005,2010,5,572,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,3,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,10,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,15,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73442,128.3951049,2005,2010,5,572,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,5,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
72654,127.0174825,2005,2010,5,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,2,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73053,127.715035,2005,2010,5,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,13,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74672,130.5454545,2005,2010,5,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
79646,139.2412587,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,5,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74672,130.5454545,2005,2010,5,572,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75088,131.2727273,2005,2010,5,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
149557,201.2880215,2005,2010,5,743,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
141592,190.5679677,2005,2010,5,743,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73840,129.0909091,2005,2010,5,572,18,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
72256,126.3216783,2005,2010,5,572,3,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73442,128.3951049,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,2,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,13,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
141592,190.5679677,2005,2010,5,743,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,2,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
80530,140.7867133,2005,2010,5,572,10,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73442,128.3951049,2005,2010,5,572,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
97345,170.1835664,2005,2010,5,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
74256,129.8181818,2005,2010,5,572,3,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
79646,139.2412587,2005,2010,5,572,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,5,572,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
104424,182.5594406,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,13,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
143362,192.9502019,2005,2010,5,743,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
146460,197.1197847,2005,2010,5,743,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75920,132.7272727,2005,2010,5,572,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
106194,185.6538462,2005,2010,5,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
161061,142.4058355,1986,2010,5,1131,9,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
398230,262.1658986,2007,2010,5,1519,17,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
162831,180.3222591,2006,2010,5,903,7,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,1,1,2,0,4,3,3,1,4,8,11
139823,219.8474843,2006,2010,6,636,11,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
61946,91.63609467,1985,2010,6,676,5,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
337168,252.7496252,2007,2010,6,1334,8,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
107079,117.154267,1992,2010,6,914,4,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
133628,146.2013129,1993,2010,6,914,14,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
84955,131.9177019,1993,2010,6,644,13,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
39380,110.9295775,1992,2010,6,355,3,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
130973,143.2964989,1993,2010,6,914,22,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
168141,183.9617068,2005,2010,6,914,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
88495,154.7115385,2005,2010,6,572,2,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
190265,81.41420625,1993,2010,6,2337,14,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
106194,116.1859956,1992,2010,6,914,6,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
95575,148.4083851,1993,2010,6,644,19,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
165929,181.5415755,2005,2010,6,914,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
92920,162.4475524,2005,2010,6,572,3,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
84955,131.9177019,1993,2010,6,644,16,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
75920,132.7272727,2005,2010,6,572,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
75504,132,2005,2010,6,572,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73008,127.6363636,2005,2010,6,572,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
168141,115.8793935,1993,2010,6,1451,10,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
75920,132.7272727,2005,2010,6,572,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
